"Study.Sample.ID"	"Study.Name"	"LIDE.Sample.ID"	"Site.Name"	"Sample.Combining.needed."	"USGS_ID"	"SSdate"	"SEdate"	"Collection.Start.Date"	"Sample.Type"	"Event.Type"	"Adenovirus.C.D.F"	"Adenovirus.A"	"Adenovirus.B"	"Enterovirus"	"G1.Norovirus"	"G2.Norovirus"	"HAV"	"Rotavirus"	"Campylobacter"	"Salmonella"	"EHEC"	"Cryptosporidium"	"BVDV1"	"BVDV2"	"Rotavirus.a"	"Rotavirus.c"	"Bovine.Enterovirus"	"Coronavirus"	"Bovine.Adenovirus"	"Bovine.Polyomavirus"	"Mycobacterium.Avium"	"Mycobacterium.Avium.paratuber"	"pdate"	"nmonth"	"ddate"	"Human_virus"	"Bacteria"	"Protozoa"	"Bovine_virus"	"Human"	"All_pathogens"	"cmonth"	"Rotavirus.a_occur"	"Bovine.Polyomavirus_occur"	"Adenovirus.C.D.F_occur"	"Adenovirus.A_occur"	"Enterovirus_occur"	"Abb2"	"Ddate"	"SEpdate"	"FT."	"Site.Code"	"Abb."	"Sample.Date"	"Event"	"Enterococci.CFU.100ml"	"E..coli.CFU.100ml"	"BacHuman.CN.100ml"	"RERUN.BacHuman.CN.100ml"	"BacSp.CN.100ml"	"Ratio.Human.Sp"	"Entero.CN.100ml"	"Lachno.2.CN.100ml"	"RERUN.Lachno.2.CN.100ml"	"Ruminant.CN.100ml"	"Cow.CN.100ml"	"lachno"	"lachnocen"	"BacHuman"	"BacHumancen"	"Abb2.1"	"GLWI.Site.Name"	"Sample.Date.1"	"GLWI.Study.Sample.ID"	"USGS_ID.1"	"X"	"Sample.Start.date.2"	"Sample.End.date.2"	"X.1"	"USGS.Sample.Type.2"	"USGS.Event.Type"	"USGS.Event.Type.2"	"GLWI.Event"	"Ebpdate"	"Eepdate"	"DO_mean"	"DO_max"	"DO_min"	"DO_median"	"Q_mean"	"Q_max"	"Q_min"	"Q_median"	"SC_mean"	"SC_max"	"SC_min"	"SC_median"	"TURB_mean"	"TURB_max"	"TURB_min"	"TURB_median"	"WTEMP_mean"	"WTEMP_max"	"WTEMP_min"	"WTEMP_median"	"Ebddate"	"AntBase"
"MW 014"	"Milw Corridor Study USGS"	"33492 - 33493"	"70th St."	FALSE	"MW 014"	"10/1/2009 20:31"	"10/2/2009 9:24"	"1-Oct-09"	"Event"	"Rainfall "	1.73	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"10/1/2009"	9	"0009-10-01"	1.73	NA	NA	NA	NA	NA	"Oct"	NA	NA	1	0	0	"MW"	"10/1/2009"	"10/2/2009 9:24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MW 014"	"did not receive"	"10/1/2009 20:31"	"10/2/2009 9:24"	NA	"Event"	"Rainfall "	"Rainfall "	NA	2009-10-01 20:31:00	2009-10-02 09:24:00	9.47142857142857	10	9.2	9.5	446.01121538961	761.6351	43.06403	396.37785	429.551948051948	970	225	411	46.4896551724138	88	17	44	13.1850649350649	13.5	12.7	13.2	2009-10-01	25.1
"MW 015"	"Milw Corridor Study USGS"	"33532 - 33533"	"70th St."	FALSE	"MW 015"	"10/22/2009 6:11"	"10/23/2009 19:13"	"22-Oct-09"	"Event"	"Rainfall "	9.53	33.06	0	0.65	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"10/22/2009"	9	"0009-10-22"	43.24	NA	NA	NA	NA	NA	"Oct"	NA	NA	1	1	1	"MW"	"10/22/2009"	"10/23/2009 19:13"	8653	"USGSMW015"	"MW"	"25-Oct-09"	"Rain"	480	780	"3067"	NA	1048144	0	34772	"3473"	NA	NA	NA	3473	3473	3067	3067	"MW"	"70th St."	"25-Oct-09"	"MW 015"	"MW 015"	""	"10/22/2009 6:11"	"10/23/2009 19:13"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2009-10-22 06:11:00	2009-10-23 19:13:00	9.97635135135135	10.4	9.1	9.9	461.170067162791	992.2587	20.86992	531.1082	589.668918918919	1310	343	487.5	36.1388613861386	71	1.4	37	10.2283783783784	11.7	9.1	10	2009-10-22	19.13
"MW 016"	"Milw Corridor Study USGS"	"33554 - 33555"	"70th St."	FALSE	"MW 016"	"11/18/2009 7:10"	"11/18/2009 15:26"	"18-Nov-09"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"11/18/2009"	10	"0009-11-18"	0	NA	NA	NA	NA	NA	"Nov"	NA	NA	0	0	0	"MW"	"11/18/2009"	"11/18/2009 15:26"	8667	"USGSMW016"	"MW"	"21-Nov-09"	"Rain"	3800	4100	"25775"	NA	509537	0	120702	"21834"	NA	NA	NA	21834	21834	25775	25775	"MW"	"70th St."	"21-Nov-09"	"MW 016"	"MW 016"	""	"11/18/2009 7:10"	"11/18/2009 15:26"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Rain"	2009-11-18 07:10:00	2009-11-18 15:26:00	11.837	12.3	11.3	11.8	64.3852664583333	130.4715	35.42912	47.756245	1316.3	1400	1180	1310	9.48857142857143	29	3.3	5.85	6.683	7.1	6.3	6.7	2009-11-18	35.4
"MW 017"	"Milw Corridor Study USGS"	"33577 - 33578"	"70th St."	FALSE	"MW 017"	"12/24/2009 20:14"	"12/28/2009 7:57"	"24-Dec-09"	"Event"	"Mix"	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"12/24/2009"	11	"0009-12-24"	0	NA	NA	NA	NA	NA	"Dec"	NA	NA	0	0	0	"MW"	"12/24/2009"	"12/28/2009 7:57"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MW 017"	"did not receive"	"12/24/2009 20:14"	"12/28/2009 7:57"	NA	"Event"	"Mix"	"Mix"	NA	2009-12-24 20:14:00	2009-12-28 07:57:00	13.2438492063492	13.7	13	13.2	702.270658208955	1718.322	211.2744	589.8248	1471.39880952381	4740	1080	1290	28.059126984127	95	6.5	16	0.279861111111111	1	0	0.1	2009-12-24	40
"MW 018"	"Milw Corridor Study USGS"	"33594 - 33595"	"70th St."	FALSE	"MW 018"	"1/20/2010 11:50"	"1/21/2010 11:18"	"20-Jan-10"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1/20/2010"	0	"0010-01-20"	0	NA	NA	NA	NA	NA	"Jan"	NA	NA	0	0	0	"MW"	"1/20/2010"	"1/21/2010 11:18"	8698	"USGSMW018"	"MW"	"23-Jan-10"	"Baseflow"	30	26	"8731"	3233	161881	0	9692	"4288"	5978	NA	NA	5978	5978	3233	3233	"MW"	"70th St."	"23-Jan-10"	"MW 018"	"MW 018"	""	"1/20/2010 11:50"	"1/21/2010 11:18"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-01-20 11:50:00	2010-01-21 11:18:00	14.0975177304965	15.5	13.1	14	50.0553606382979	53.81153	47.74961	49.71614	1664.71631205674	1710	1640	1660	1.76737588652482	2.3	1.6	1.8	1.10460992907801	1.3	0.5	1.2	2010-01-20	46
"MW 019"	"Milw Corridor Study USGS"	"33606 - 33607"	"70th St."	FALSE	"MW 019"	"1/22/2010 23:15"	"1/25/2010 12:28"	"22-Jan-10"	"Event"	"Mix"	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1/22/2010"	0	"0010-01-22"	0	NA	NA	NA	NA	NA	"Jan"	NA	NA	0	0	0	"MW"	"1/22/2010"	"1/25/2010 12:28"	8703	"USGSMW019"	"MW"	"28-Jan-10"	"Rain"	580	360	"6535"	NA	498879	0	84297	"11265"	NA	NA	NA	11265	11265	6535	6535	"MW"	"70th St."	"28-Jan-10"	"MW 019"	"MW 019"	""	"1/22/2010 23:15"	"1/25/2010 12:28"	NA	"Event"	"Mix"	"Mix"	"Rain"	2010-01-22 23:15:00	2010-01-25 12:28:00	13.3413605442177	14.9	12.7	13.1	392.509918073218	726.8976	43.06403	476.0001	1689.20248667851	2220	918	1650	16.8684434968017	100	1.6	2.7	0.254965986394558	1.5	0	0.2	2010-01-22	46
"MW 020"	"Milw Corridor Study USGS"	"33612 - 33613"	"70th St."	FALSE	"MW 020"	"3/1/2010 9:16"	"3/2/2010 9:22"	"1-Mar-10"	"Baseflow"	"Baseflow"	0	0	0	307.78	0	0	0	0	49.14	0	0	0	0	0	0	0	0	0	0	0	0	0	"3/1/2010"	2	"0010-03-01"	307.78	49.14	0	0	356.92	356.92	"Mar"	0	0	0	0	1	"MW"	"3/1/2010"	"3/2/2010 9:22"	8718	"USGSMW020"	"MW"	"4-Mar-10"	"Baseflow"	116	135	"10617"	NA	235591	0	12108	"6631"	NA	NA	NA	6631	6631	10617	10617	"MW"	"70th St."	"4-Mar-10"	"MW 020"	"MW 020"	""	"3/1/2010 9:16"	"3/2/2010 9:22"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-03-01 09:16:00	2010-03-02 09:22:00	15.0743944636678	18.3	13.2	14.2	43.0999740625	48.72618	38.69867	42.16571	2533.97923875433	2650	2460	2520	4.45467128027682	4.8	3.9	4.5	1.06678200692042	2	0	1.1	2010-03-01	40.4
"MW 021"	"Milw Corridor Study USGS"	"33664 - 33665"	"70th St."	FALSE	"MW 021"	"3/9/2010 17:19"	"3/13/2010 20:30"	"9-Mar-10"	"Event"	"Mix"	0	11.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.44	0	0	"3/9/2010"	2	"0010-03-09"	11.36	0	0	35.44	11.36	46.8	"Mar"	0	1	0	1	0	"MW"	"3/9/2010"	"3/13/2010 20:30"	8749	"USGSMW021"	"MW"	"17-Mar-10"	"Rain"	110	20	"BLD"	360	66250	NA	10621	"2613"	3060	NA	NA	3060	3060	360	360	"MW"	"70th St."	"17-Mar-10"	"MW 021"	"MW 021"	""	"3/9/2010 17:19"	"3/13/2010 20:30"	NA	"Event"	"Mix"	"Mix"	"Rain"	2010-03-09 17:19:00	2010-03-13 20:30:00	12.2614478114478	13.8	11.8	12.2	513.511344752309	815.5512	164.8612	578.5372	1242.89478114478	1910	879	1130	28.6153169014085	100	11	21	2.63813131313131	3.7	1.6	2.7	2010-03-09	48.33
"MW 023"	"Milw Corridor Study USGS"	"33686 - 33687"	"70th St."	FALSE	"MW 023"	"4/5/2010 22:29"	"4/7/2010 13:37"	"5-Apr-10"	"Event"	"Rainfall "	41.32	0	0	0	0	0	0	0	40.36	0	0	0	0	0	0	0	0	0	0	0	0	0	"4/5/2010"	3	"0010-04-05"	41.32	40.36	0	0	81.68	81.68	"Apr"	0	0	1	0	0	"MW"	"4/5/2010"	"4/7/2010 13:37"	8799	"USGSMW023"	"MW"	"10-Apr-10"	"Rain"	830	420	"BLD"	435	99791	NA	17224	"3138"	2153	NA	NA	2153	2153	435	435	"MW"	"70th St."	"10-Apr-10"	"MW 023"	"MW 023"	""	"4/5/2010 22:29"	"4/7/2010 13:37"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-04-05 22:29:00	2010-04-07 13:37:00	9.39702127659574	10	8.6	9.4	419.429938017058	1813.561	91.35123	355.5191	940.675965665236	1290	490	955	52.7873563218391	190	22	51	10.9785106382979	14.9	9.5	10.7	2010-04-05	53.38
"MW 024"	"Milw Corridor Study USGS"	"33700 - 33701"	"70th St."	FALSE	"MW 024"	"4/24/2010 23:25"	"4/26/2010 13:06"	"24-Apr-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"4/24/2010"	3	"0010-04-24"	0	0	0	0	0	0	"Apr"	0	0	0	0	0	"MW"	"4/24/2010"	"4/26/2010 13:06"	8855	"USGSMW024"	"MW"	"28-Apr-10"	"Rain"	630	480	"2161"	1643	233064	0	24339	"BLD"	2760	NA	NA	2760	2760	1643	1643	"MW"	"70th St."	"28-Apr-10"	"MW 024"	"MW 024"	""	"4/24/2010 23:25"	"4/26/2010 13:06"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-04-24 23:25:00	2010-04-26 13:06:00	9.74238410596026	10.3	9.2	9.6	929.708206401766	2656.077	257.4101	876.4399	648.172185430464	778	306	655	47.250554323725	150	18	34	9.29139072847682	10.5	8.7	9.3	2010-04-24	46.36
"MW 025"	"Milw Corridor Study USGS"	"33714 - 33715"	"70th St."	FALSE	"MW 025"	"5/11/2010 4:39"	"5/12/2010 7:52"	"11-May-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"5/11/2010"	4	"0010-05-11"	0	0	0	0	0	0	"May"	0	0	0	0	0	"MW"	"5/11/2010"	"5/12/2010 7:52"	8948	"USGSMW025"	"MW"	"14-May-10"	"Rain"	640	580	"12858"	NA	613196	0	40386	"17744"	NA	NA	NA	17744	17744	12858	12858	"MW"	"70th St."	"14-May-10"	"MW 025"	"MW 025"	""	"5/11/2010 4:39"	"5/12/2010 7:52"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-05-11 04:39:00	2010-05-12 07:52:00	10.237003058104	10.5	9.7	10.2	472.179847889908	852.7139	81.84364	430.3403	737.60244648318	1250	509	732	30.0248447204969	60	17	28	9.08990825688073	10.5	8.7	9	2010-05-11	65.41
"MW 026"	"Milw Corridor Study USGS"	"33967 - 33966"	"70th St."	FALSE	"MW 026"	"5/12/2010 23:23"	"5/14/2010 6:34"	"12-May-10"	"Event"	"Rainfall "	0.05	0.05	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	"5/12/2010"	4	"0010-05-12"	0.1	0.45	0	0	0.55	0.55	"May"	0	0	1	1	0	"MW"	"5/12/2010"	"5/14/2010 6:34"	8952	"USGSMW026"	"MW"	"14-May-10"	"Rain"	2400	1400	"9514"	NA	449492	0	43775	"5635"	NA	NA	NA	5635	5635	9514	9514	"MW"	"70th St."	"14-May-10"	"MW 026"	"MW 026"	""	"5/12/2010 23:23"	"5/14/2010 6:34"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-05-12 23:23:00	2010-05-14 06:34:00	10.1366310160428	10.8	9.5	10.2	969.95502513369	1832.849	229.9965	992.2584	638.302139037433	1040	385	608	40.4932975871314	85	10	37	10.1596256684492	11.3	9	10	2010-05-12	65.41
