"Study.Sample.ID"	"Study.Name"	"LIDE.Sample.ID"	"Site.Name"	"Sample.Combining.needed."	"USGS_ID"	"SSdate"	"SEdate"	"Collection.Start.Date"	"Sample.Type"	"Event.Type"	"Adenovirus.C.D.F"	"Adenovirus.A"	"Adenovirus.B"	"Enterovirus"	"G1.Norovirus"	"G2.Norovirus"	"HAV"	"Rotavirus"	"Campylobacter"	"Salmonella"	"EHEC"	"Cryptosporidium"	"BVDV1"	"BVDV2"	"Rotavirus.a"	"Rotavirus.c"	"Bovine.Enterovirus"	"Coronavirus"	"Bovine.Adenovirus"	"Bovine.Polyomavirus"	"Mycobacterium.Avium"	"Mycobacterium.Avium.paratuber"	"pdate"	"nmonth"	"ddate"	"Human_virus"	"Bacteria"	"Protozoa"	"Bovine_virus"	"Human"	"All_pathogens"	"cmonth"	"Rotavirus.a_occur"	"Bovine.Polyomavirus_occur"	"Adenovirus.C.D.F_occur"	"Adenovirus.A_occur"	"Enterovirus_occur"	"Abb2"	"Ddate"	"SEpdate"	"FT."	"Site.Code"	"Abb."	"Sample.Date"	"Event"	"Enterococci.CFU.100ml"	"E..coli.CFU.100ml"	"BacHuman.CN.100ml"	"RERUN.BacHuman.CN.100ml"	"BacSp.CN.100ml"	"Ratio.Human.Sp"	"Entero.CN.100ml"	"Lachno.2.CN.100ml"	"RERUN.Lachno.2.CN.100ml"	"Ruminant.CN.100ml"	"Cow.CN.100ml"	"lachno"	"lachnocen"	"BacHuman"	"BacHumancen"	"Abb2.1"	"GLWI.Site.Name"	"Sample.Date.1"	"GLWI.Study.Sample.ID"	"USGS_ID.1"	"X"	"Sample.Start.date.2"	"Sample.End.date.2"	"X.1"	"USGS.Sample.Type.2"	"USGS.Event.Type"	"USGS.Event.Type.2"	"GLWI.Event"	"Ebpdate"	"Eepdate"	"DO_mean"	"DO_max"	"DO_min"	"DO_median"	"Q_mean"	"Q_max"	"Q_min"	"Q_median"	"SC_mean"	"SC_max"	"SC_min"	"SC_median"	"TURB_mean"	"TURB_max"	"TURB_min"	"TURB_median"	"WTEMP_mean"	"WTEMP_max"	"WTEMP_min"	"WTEMP_median"	"Ebddate"	"AntBase"
"UW 019"	"Milw Corridor Study USGS"	"33999 - 33998"	"Underwood"	FALSE	"UW 019"	"8/20/2010 18:45"	"8/23/2010 5:09"	"20-Aug-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"8/20/2010"	7	"0010-08-20"	0	0	0	0	0	0	"Aug"	0	0	0	0	0	"UW"	"8/20/2010"	"8/23/2010 5:09"	9888	"USGSUW017"	"UW"	"23-Aug-10"	"Rain"	8700	9900	"4030"	""	1350340	0	207940	"2327"	NA	NA	NA	"2327"	2327	"4030"	4030	"UW"	"Underwood"	"23-Aug-10"	"UW 019"	"UW 019"	"Changed GLWI to match USGS"	"8/20/2010 18:45"	"8/23/2010 5:09"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-08-20 18:45:00	2010-08-23 05:09:00	8.27897727272727	12.7	6	7.4	46.0704781220657	361.9356	8.155295	25.6214	1059.21875	1510	305	1110	14.9039829302987	140	2.9	5.5	22.6930397727273	28.8	18.7	22.4	2010-08-20	7.08
"UW 020"	"Milw Corridor Study USGS"	"34065 - 34064"	"Underwood"	FALSE	"UW 020"	"9/1/2010 3:24"	"9/1/2010 15:17"	"1-Sep-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9/1/2010"	8	"0010-09-01"	0	0	0	0	0	0	"Sep"	0	0	0	0	0	"UW"	"9/1/2010"	"9/1/2010 15:17"	9764	"USGSUW020"	"UW"	"2-Sep-10"	"Rain"	21000	44000	"9054"	""	32388	0	368401	"14577"	NA	NA	NA	"14577"	14577	"9054"	9054	"HW"	"Underwood"	"2-Sep-10"	"UW 020"	"UW 020"	"Changed GLWI to match USGS"	"9/1/2010 3:24"	"9/1/2010 15:17"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-09-01 03:24:00	2010-09-01 15:17:00	8.16713286713287	9.8	6.4	7.6	60.5073641258741	204.522	21.87479	27.96514	646.839160839161	1220	341	679	30.8921428571429	230	6.8	14	22.472027972028	23.4	21.9	22.3	2010-09-01	5.01
"UW 021"	"Milw Corridor Study USGS"	"34123 - 34122"	"Underwood"	FALSE	"UW 021"	"9/13/2010 8:52"	"9/14/2010 7:41"	"13-Sep-10"	"Baseflow"	"Baseflow"	0	1.55	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9/13/2010"	8	"0010-09-13"	2.16	0	0	0	2.16	2.16	"Sep"	0	0	0	1	1	"UW"	"9/13/2010"	"9/14/2010 7:41"	10039	"USGSUW021"	"UW"	"14-Sep-10"	"Baseflow"	360	630	"BLD"	"BLD"	14101	NA	44941	"BLD"	0	NA	NA	"BLD"	60	"BLD"	60	"HW"	"Underwood"	"14-Sep-10"	"UW 021"	"UW 021"	"Changed GLWI to match USGS"	"9/13/2010 8:52"	"9/14/2010 7:41"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-09-13 08:52:00	2010-09-14 07:41:00	10.378102189781	16.2	7.2	8	5.32355291208791	5.849531	4.819252	5.370299	1560.58394160584	1660	1460	1560	2.76678832116788	4.7	2.4	2.7	17.957299270073	24.7	13.6	16.65	2010-09-13	5.67
"UW 022"	"Milw Corridor Study USGS"	"34073 - 34072"	"Underwood"	FALSE	"UW 022"	"10/13/2010 8:08"	"10/14/2010 7:23"	"13-Oct-10"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"10/13/2010"	9	"0010-10-13"	0	0	0	0	0	0	"Oct"	0	0	0	0	0	"UW"	"10/13/2010"	"10/14/2010 7:23"	10122	"USGSUW020"	"UW"	"14-Oct-10"	"Baseflow"	20	250	"435"	""	175175	0	10058	"1518"	NA	NA	NA	"1518"	1518	"435"	435	"UW"	"Underwood"	"14-Oct-10"	"UW 022"	"UW 022"	"Changed GLWI to match USGS"	"10/13/2010 8:08"	"10/14/2010 7:23"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-10-13 08:08:00	2010-10-14 07:23:00	10.4582142857143	16.9	7.2	8.4	2.53052010752688	2.799743	2.370879	2.487182	1546.25	1670	1380	1565	2.06821428571429	4.6	1.6	2	13.6760714285714	18.7	9	13.4	2010-10-13	2.53
"UW 023"	"Milw Corridor Study USGS"	"34079 - 34078"	"Underwood"	FALSE	"UW 023"	"10/23/2010 23:42"	"10/24/2010 20:57"	"23-Oct-10"	"Event"	"Rainfall "	0	0	0	3.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"10/23/2010"	9	"0010-10-23"	3.67	0	0	0	3.67	3.67	"Oct"	0	0	0	0	1	"UW"	"10/23/2010"	"10/24/2010 20:57"	10149	"USGSUW023"	"UW"	"25-Oct-10"	"Rain"	6000	26500	"BLD"	"1245"	1759236	NA	632168	"6232"	4973	NA	NA	"4973"	4973	"1245"	1245	"UW"	"Underwood"	"25-Oct-10"	"UW 023"	"UW 023"	""	"10/23/2010 23:42"	"10/24/2010 20:57"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-10-23 23:42:00	2010-10-24 20:57:00	8.68515625	9.6	5.8	8.8	48.042850945098	157.4324	9.020561	31.2559	559.4296875	1410	235	587	25.692578125	260	7.7	12	14.415625	15.7	13.6	14.3	2010-10-23	2.43
"UW 024"	"Milw Corridor Study USGS"	"34087 - 34086"	"Underwood"	FALSE	"UW 024"	"10/26/2010 6:34"	"10/26/2010 23:20"	"26-Oct-10"	"Event"	"Rainfall "	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"10/26/2010"	9	"0010-10-26"	0.26	0	0	0	0.26	0.26	"Oct"	0	0	0	1	0	"UW"	"10/26/2010"	"10/26/2010 23:20"	10214	"USGSUW024"	"UW"	"26-Oct-10"	"Rain"	36000	24000	"2634"	""	1365048	0	635639	"4191"	NA	NA	NA	"4191"	4191	"2634"	2634	"UW"	"Underwood"	"26-Oct-10"	"UW 024"	"UW 024"	""	"10/26/2010 6:34"	"10/26/2010 23:20"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-10-26 06:34:00	2010-10-26 23:20:00	8.5089552238806	9.3	6.8	8.5	37.1309526584158	156.9754	7.362701	19.64885	710.28855721393	1260	296	773	27.136815920398	120	6.3	15	13.9587064676617	16.1	11	14.2	2010-10-26	3.39
"UW 025"	"Milw Corridor Study USGS"	"34095 - 34094"	"Underwood"	FALSE	"UW 025"	"11/10/2010 9:28"	"11/11/2010 7:43"	"10-Nov-10"	"Baseflow"	"Baseflow"	0	7.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11/10/2010"	10	"0010-11-10"	7.77	0	0	0	7.77	7.77	"Nov"	0	0	0	1	0	"UW"	"11/10/2010"	"11/11/2010 7:43"	10326	"USGSUW025"	"UW"	"11-Nov-10"	"Baseflow"	360	340	"BLD"	"180"	271677	NA	13690	"BLD"	278	NA	NA	"278"	278	"180"	180	"UW"	"Underwood"	"11-Nov-10"	"UW 025"	"UW 025"	""	"11/10/2010 9:28"	"11/11/2010 7:43"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-11-10 09:28:00	2010-11-11 07:43:00	11.1477611940299	18.1	8.1	8.6	2.63672376404494	2.933949	2.487182	2.608382	1758.99253731343	1840	1690	1760	4.4365671641791	8.7	2.5	3.2	9.65783582089552	13.2	7.4	8.8	2010-11-10	2.63
"UW 026"	"Milw Corridor Study USGS"	"34113 - 34112"	"Underwood"	FALSE	"UW 026"	"11/22/2010 7:32"	"11/23/2010 0:40"	"22-Nov-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11/22/2010"	10	"0010-11-22"	0	0	0	0	0	0	"Nov"	0	0	0	0	0	"UW"	"11/22/2010"	"11/23/2010 0:40"	10336	"USGSUW026"	"UW"	"23-Nov-10"	"Rain"	20300	23300	"6552"	""	9553416	0	675808	"40018"	NA	NA	NA	"40018"	40018	"6552"	6552	"UW"	"Underwood"	"23-Nov-10"	"UW 026"	"UW 026"	""	"11/22/2010 7:32"	"11/23/2010 0:40"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-11-22 07:32:00	2010-11-23 00:40:00	9.17912621359223	10.1	7.7	9.2	22.8151474306931	123.4843	4.512661	11.99382	714.300970873786	1660	430	688	56.3592233009709	770	6.9	27	10.3252427184466	11.6	8.1	10.4	2010-11-22	2.72
"UW 027"	"Milw Corridor Study USGS"	"34129 - 34128"	"Underwood"	FALSE	"UW 027"	"11/29/2010 19:31"	"11/30/2010 17:26"	"29-Nov-10"	"Event"	"Rainfall "	0	0	0	0	0	0	0	0	20.55	0	0	0	0	0	0	0	0	0	0	0	0	0	"11/29/2010"	10	"0010-11-29"	0	20.55	0	0	20.55	20.55	"Nov"	0	0	0	0	0	"UW"	"11/29/2010"	"11/30/2010 17:26"	10340	"USGSUW027"	"UW"	"1-Dec-10"	"Rain"	7200	7300	"3650"	""	3512947	0	189173	"15907"	NA	NA	NA	"15907"	15907	"3650"	3650	"UW"	"Underwood"	"1-Dec-10"	"UW 027"	"UW 027"	""	"11/29/2010 19:31"	"11/30/2010 17:26"	NA	"Event"	"Rainfall "	"Rainfall "	"Rain"	2010-11-29 19:31:00	2010-11-30 17:26:00	10.9890566037736	12.3	10.2	10.6	13.5218507241379	23.89296	5.974958	12.82613	987.716981132075	1270	651	1000	16.8075471698113	68	7.3	14	5.94452830188679	7.6	3.4	6.6	2010-11-29	3.51
"UW 028"	"Milw Corridor Study USGS"	"34327 - 34326"	"Underwood"	FALSE	"UW 028"	"12/11/2010 16:15"	"12/12/2010 16:43"	"11-Dec-10"	"Event"	"Mix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"12/11/2010"	11	"0010-12-11"	0	0	0	0	0	0	"Dec"	0	0	0	0	0	"UW"	"12/11/2010"	"12/12/2010 16:43"	10360	"USGSUW028"	"UW"	"13-Dec-10"	"Rain"	2900	3600	"4763"	""	2252455	0	211968	"14930"	NA	NA	NA	"14930"	14930	"4763"	4763	"UW"	"Underwood"	"13-Dec-10"	"UW 028"	"UW 028"	""	"12/11/2010 16:15"	"12/12/2010 16:43"	NA	"Event"	"Mix"	"Mix"	"Rain"	2010-12-11 16:15:00	2010-12-12 16:43:00	13.0935593220339	13.7	12	13	67.164786292517	147.0614	14.37028	45.600465	2324.8813559322	4340	842	2730	41.871186440678	260	13	25	1.04406779661017	2	0	0.9	2010-12-11	3.4
"UW 029"	"Milw Corridor Study USGS"	"34329 - 34328"	"Underwood"	FALSE	"UW 029"	"12/19/2010 12:55"	"12/20/2010 3:01"	"19-Dec-10"	"Baseflow"	"Baseflow"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"12/19/2010"	11	"0010-12-19"	0	0	0	0	0	0	"Dec"	0	0	0	0	0	"UW"	"12/19/2010"	"12/20/2010 3:01"	10366	"USGSUW029"	"UW"	"20-Dec-10"	"Baseflow"	160	330	"902"	""	2298856	0	82741	"3231"	NA	NA	NA	"3231"	3231	"902"	902	"UW"	"Underwood"	"20-Dec-10"	"UW 029"	"UW 029"	""	"12/19/2010 12:55"	"12/20/2010 3:01"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2010-12-19 12:55:00	2010-12-20 03:01:00	13.3228070175439	14.7	12.9	13	3.59826422807018	3.949667	3.073678	3.527928	2117.48538011696	2220	2040	2110	3.64093567251462	3.9	3.4	3.6	0	0	0	0	2010-12-19	3.9
"UW 030"	"Milw Corridor Study USGS"	"34560 - 34559"	"Underwood"	FALSE	"UW 030"	"1/5/2011 10:33"	"1/6/2011 8:21"	"5-Jan-11"	"Baseflow"	"Baseflow"	0	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"1/5/2011"	0	"0011-01-05"	1.68	0	0	0	1.68	1.68	"Jan"	0	0	0	1	0	"UW"	"1/5/2011"	"1/6/2011 8:21"	10455	"USGSUW030"	"UW"	"6-Jan-11"	"Baseflow"	170	300	"457"	""	1066779	0	26760	"637"	NA	NA	NA	"637"	637	"457"	457	"UW"	"Underwood"	"6-Jan-11"	"UW 030"	"UW 030"	""	"1/5/2011 10:33"	"1/6/2011 8:21"	NA	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	2011-01-05 10:33:00	2011-01-06 08:21:00	13.1145038167939	16	11.8	12	4.73007509195402	7.991138	4.130173	4.317759	2787.67175572519	3240	2350	2590	4.52480916030534	8.4	4.2	4.5	0	0	0	0	2011-01-05	4.1
